seq,year,age,sex,subject,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,interest,enjoy,mastgrad
268,1,17,1,4,6,5,2,1,4,1,1,5,3,1,7,6,7,7,1
269,1,17,2,4,7,1,4,4,7,6,5,7,4,5,7,1,7,7,1
270,1,16,2,4,4,2,5,5,6,7,5,7,2,7,7,1,7,7,4
271,1,17,2,4,6,1,2,6,7,6,5,7,4,6,7,1,7,7,1
272,1,18,2,4,7,2,2,3,4,3,3,6,2,3,6,3,6,6,4
273,1,17,2,4,6,1,2,4,6,6,3,5,5,6,5,2,5,5,2
274,1,17,1,4,7,1,2,4,7,4,1,7,1,4,7,7,6,6,2
275,1,17,2,4,7,2,4,5,5,4,6,7,4,2,7,3,6,6,3
276,1,19,1,4,7,5,5,7,7,7,6,7,6,7,7,5,7,7,4
277,1,17,2,4,7,4,7,6,7,7,7,7,7,5,7,7,7,6,4
278,1,17,2,4,7,2,5,5,6,5,5,7,4,2,6,3,7,6,1
279,1,17,1,4,4,2,6,7,7,6,3,6,4,6,7,3,7,6,4
280,1,16,1,4,6,3,2,7,7,6,4,7,1,5,7,2,6,6,2
281,1,17,1,4,5,3,4,6,6,4,4,7,3,3,5,6,7,7,4
282,1,16,2,4,7,3,3,5,6,5,3,7,2,5,6,7,7,7,4
283,1,17,2,4,7,4,4,4,7,6,3,7,3,6,7,4,7,7,4
284,1,16,2,4,6,2,3,6,4,4,2,6,7,4,6,7,7,5,4
285,1,17,2,4,7,2,4,5,7,5,5,7,7,5,7,5,7,7,7
286,1,19,1,4,7,4,3,6,7,7,4,7,3,7,7,7,6,6,3
287,1,17,1,4,7,6,5,2,6,4,6,7,7,4,7,7,6,7,3
288,1,17,1,4,7,3,2,5,7,5,2,7,5,5,7,7,7,7,2
289,1,18,1,4,7,4,4,1,7,1,4,7,3,2,7,5,7,7,3
290,1,18,2,4,7,7,6,6,7,7,7,7,2,4,7,7,7,7,3
291,1,18,2,4,7,2,2,7,7,6,2,7,1,3,7,1,6,6,1
292,1,17,2,4,2,1,2,7,7,7,3,7,1,6,7,1,7,7,1
293,1,17,2,4,6,6,5,6,5,5,3,7,5,4,7,4,5,5,4
294,1,17,2,4,7,3,5,7,6,6,3,7,3,5,5,2,5,5,4
295,1,16,1,4,7,2,2,6,7,7,2,7,5,6,7,6,7,7,4
296,1,17,1,4,5,5,7,4,6,4,5,6,5,4,6,6,6,6,6
297,1,16,1,4,7,6,5,6,7,6,4,6,4,2,6,3,6,6,1
298,1,17,1,4,7,4,7,1,7,1,7,7,4,1,7,1,7,7,4
299,1,17,1,4,6,1,4,4,7,5,2,7,5,5,7,4,6,6,2
300,1,17,1,4,7,3,5,6,7,6,2,7,7,6,7,6,7,6,4
301,1,17,2,4,6,5,5,5,6,5,5,6,5,5,5,4,5,5,2
302,1,17,1,4,7,1,1,5,6,7,1,7,1,4,7,1,7,7,1
303,1,17,1,4,1,1,2,7,5,7,3,6,4,6,7,3,6,6,4
304,1,18,2,4,6,4,2,2,5,5,4,7,5,4,6,7,7,6,4
305,1,17,2,4,7,7,7,1,7,7,7,7,1,7,7,1,7,5,1
306,1,17,1,4,4,5,3,4,6,4,5,7,7,4,7,6,7,4,4
307,1,17,2,4,7,7,7,6,7,6,4,7,7,6,7,5,7,7,4
308,1,17,1,4,6,4,7,4,5,6,7,7,5,3,5,7,7,6,4
309,1,17,2,4,7,4,4,3,7,3,7,5,3,1,6,1,4,7,4
310,1,18,1,4,7,5,4,1,3,1,3,4,4,1,4,1,3,4,4
311,1,18,1,4,4,3,5,3,3,2,3,6,4,2,4,3,4,4,4
312,1,18,2,4,7,1,1,6,7,7,3,7,2,6,7,7,7,7,1
313,1,17,2,4,3,7,5,3,3,2,2,6,3,2,5,5,5,5,5
314,1,16,1,4,7,4,5,1,7,1,5,7,4,1,6,1,7,7,2
315,1,17,1,4,6,3,2,1,6,1,2,6,3,1,6,1,4,4,4
316,1,17,1,4,7,6,6,4,7,4,5,7,5,6,7,7,7,7,4
317,1,17,2,4,7,4,5,4,5,4,6,6,6,4,5,6,6,6,4
318,1,17,1,4,7,5,7,7,7,6,4,6,6,7,6,7,7,7,4
319,1,20,2,4,7,4,2,7,7,4,3,7,5,1,7,4,7,7,4
320,1,17,2,4,7,2,6,4,7,5,4,6,3,4,6,7,6,6,4
321,1,17,2,4,7,2,4,2,7,3,6,7,2,1,7,1,7,6,1
322,1,17,2,4,7,5,7,7,6,4,3,4,2,4,7,6,7,7,4
323,1,17,1,4,7,4,4,3,4,5,4,5,7,3,5,7,5,5,4
324,1,17,1,4,7,5,5,4,3,5,5,5,3,1,6,7,5,5,3
325,1,18,1,4,7,2,2,7,7,4,2,7,1,4,6,6,6,6,3
326,1,17,1,4,7,2,2,1,7,4,2,6,4,1,7,6,6,6,2
327,1,16,2,4,7,5,6,6,7,1,1,7,1,1,7,1,7,7,4
328,1,18,2,4,7,2,3,1,7,1,4,6,6,2,4,7,4,6,4
329,1,17,1,4,6,4,4,5,5,4,2,6,2,5,7,7,6,4,2
330,1,17,2,4,7,6,6,4,6,5,7,7,5,6,6,7,7,6,4
331,1,17,2,4,7,4,6,4,7,6,5,7,7,6,6,7,7,7,4
332,1,17,2,4,7,2,2,4,7,4,2,7,2,1,6,7,7,7,4
333,1,17,2,4,7,5,5,3,7,3,5,5,3,3,5,3,6,6,1
334,1,17,1,4,5,6,7,1,5,3,3,7,6,3,7,5,7,7,3
335,1,17,2,4,6,3,2,3,7,3,2,7,2,1,7,1,7,7,1
336,1,17,2,4,7,4,4,6,7,6,4,7,7,6,6,7,7,6,4
337,1,18,1,4,7,3,5,6,7,6,6,7,1,5,7,2,7,6,2
338,1,23,1,4,7,2,5,6,7,5,4,7,1,2,7,2,7,7,4
339,1,16,1,4,7,4,4,3,7,1,6,6,3,1,7,1,7,7,1
340,1,16,1,4,7,4,5,2,4,3,6,4,3,4,7,7,6,5,2
341,1,17,1,4,7,5,6,1,4,2,3,5,6,2,5,7,5,6,3
342,1,17,1,4,5,3,4,4,5,4,1,7,1,1,7,1,6,6,2
343,1,17,2,4,6,2,4,6,6,6,4,7,2,2,6,1,4,4,4
344,1,18,2,4,7,3,7,5,5,5,5,5,5,5,7,7,7,7,4
345,1,17,1,4,7,3,3,4,5,5,3,7,2,5,6,1,6,6,4
346,1,17,1,4,7,2,2,5,7,5,6,7,3,5,7,4,7,7,4
347,1,17,2,4,7,6,7,2,5,1,6,7,7,2,6,6,6,7,1
348,1,17,2,4,5,3,2,2,7,3,2,7,5,2,7,2,7,7,7
349,1,17,1,4,7,5,4,2,6,2,4,6,1,1,6,1,6,6,6
350,1,17,2,4,7,5,2,7,7,7,6,7,4,6,7,7,7,7,1
351,1,16,2,4,7,5,3,5,7,5,5,7,1,1,7,3,7,7,5
352,1,17,1,4,7,3,5,4,7,4,4,7,4,4,4,4,6,5,1
353,1,17,2,4,7,2,4,6,7,6,3,7,1,2,7,7,6,6,1
354,1,17,1,4,7,1,5,7,7,7,4,7,1,7,7,1,7,7,4
355,1,17,1,4,6,5,2,2,6,3,1,6,5,3,6,6,6,6,3
356,1,17,2,4,1,2,2,4,5,4,3,3,6,2,5,1,7,5,2
357,1,17,1,4,7,3,2,7,7,5,4,6,2,1,5,1,6,6,1
358,1,17,2,4,6,4,5,2,6,2,5,7,5,4,6,6,6,6,4
359,1,17,2,4,3,2,4,6,5,5,5,7,3,6,6,3,7,6,3
360,1,17,1,4,6,4,5,1,5,4,5,6,6,1,6,6,5,4,4
361,1,16,2,4,2,4,4,5,5,5,4,7,1,2,7,1,7,7,1
362,1,17,2,4,7,4,6,3,4,2,5,5,6,2,3,6,6,5,4
363,1,17,2,4,7,2,6,5,7,3,1,7,2,3,7,4,7,7,3
364,1,20,2,4,7,3,5,4,7,3,1,7,1,4,7,1,7,6,4
365,1,17,2,4,7,4,5,2,4,7,6,6,5,3,6,7,7,7,4
366,1,17,1,4,7,4,5,3,5,3,4,6,1,5,5,7,7,6,4
367,1,16,1,4,7,5,4,3,6,4,5,7,4,3,7,2,7,7,3
368,1,17,2,4,6,6,7,3,2,6,6,2,6,5,4,4,6,6,4
369,2,17,2,4,7,4,5,2,6,2,4,7,5,1,5,2,7,7,2
370,2,18,2,4,7,5,5,5,7,6,5,5,4,5,6,2,5,5,4
371,2,20,2,4,7,2,6,5,6,4,3,5,5,4,6,3,6,6,6
372,2,18,2,4,6,6,2,7,7,6,5,7,6,4,7,4,7,7,2
373,2,18,1,4,7,6,6,7,7,7,6,7,5,7,7,7,4,5,3
374,2,18,2,4,7,7,6,7,7,7,6,6,5,4,7,4,6,6,1
375,2,17,1,4,7,2,2,4,6,4,4,7,2,3,4,4,7,7,1
376,2,18,2,4,7,2,1,7,7,7,1,7,1,7,7,7,7,7,1
377,2,18,2,4,7,3,5,3,7,1,5,7,2,1,7,3,7,7,2
378,2,18,2,4,5,2,4,2,6,6,5,5,2,2,6,1,6,6,4
379,2,19,2,4,6,6,1,3,6,4,3,5,6,6,6,6,7,7,4
380,2,18,2,4,7,3,2,7,5,7,2,4,2,5,5,7,5,4,4
381,2,18,2,4,5,3,5,2,7,3,6,7,2,2,7,1,7,7,3
382,2,18,2,4,6,3,1,6,7,6,6,7,1,1,7,1,7,7,1
383,2,18,1,4,1,2,2,1,7,1,1,7,2,1,6,2,6,6,1
384,2,18,2,4,6,5,6,5,5,5,6,7,7,6,6,7,6,6,1
385,2,18,2,4,2,2,4,4,7,5,3,6,3,2,6,1,7,7,7
386,2,18,1,4,4,3,2,5,6,1,1,5,1,1,5,5,7,7,1
387,2,17,2,4,6,5,2,7,5,5,2,5,3,5,7,2,7,7,1
388,2,18,2,4,7,2,5,1,2,1,2,7,2,1,7,2,6,4,1
389,2,18,2,4,7,3,6,6,1,7,3,2,7,6,3,2,7,4,6
390,2,18,2,4,7,7,7,4,4,4,5,7,1,1,7,1,7,7,1
391,2,17,2,4,5,2,4,4,5,4,4,6,2,4,4,5,5,6,1
392,2,17,2,4,7,1,5,7,4,7,3,7,3,7,7,5,7,7,4
393,2,18,2,4,5,2,5,4,7,5,5,6,5,5,6,6,7,7,2
394,2,18,1,4,7,4,5,4,5,6,4,5,6,5,6,5,3,3,5
395,2,18,2,4,4,6,7,7,7,7,6,7,4,6,7,3,6,6,4
396,2,18,2,4,1,1,7,1,7,7,1,7,1,7,7,1,7,7,2
397,2,19,2,4,7,5,2,7,5,7,2,4,2,7,4,1,5,4,4
398,2,18,1,4,3,6,5,6,6,6,2,5,1,1,6,1,5,6,6
399,2,18,2,4,6,5,3,2,3,3,4,6,5,4,4,4,6,6,4
400,2,18,1,4,4,2,2,5,4,5,5,6,1,3,5,4,6,6,3
401,2,18,2,4,3,5,4,4,4,3,5,7,1,2,6,1,4,4,2
402,2,18,2,4,6,2,4,4,6,5,3,6,1,4,5,1,6,6,2
403,2,18,1,4,7,4,6,5,6,6,6,6,6,6,5,5,5,5,4
404,2,17,2,4,7,5,5,5,4,4,3,7,3,4,6,4,6,6,6
405,2,18,2,4,6,6,5,2,6,4,5,6,5,4,6,5,6,4,5
406,2,18,1,4,5,2,2,5,6,5,4,6,4,3,6,3,6,5,4
407,2,17,2,4,7,4,7,7,6,7,6,7,5,7,7,3,7,7,2
408,2,17,2,4,5,3,4,4,5,5,3,4,3,5,5,3,6,6,4
409,2,18,2,4,7,7,6,3,7,2,4,7,6,2,6,5,6,6,1
410,2,18,2,4,5,2,5,2,6,2,2,6,2,2,6,2,7,7,5
411,2,20,1,4,7,7,5,1,7,1,1,7,1,7,7,1,7,7,4
412,2,18,2,4,7,5,6,7,5,7,5,7,7,4,7,7,1,1,7
413,2,18,2,4,5,7,7,6,2,4,5,5,6,3,7,7,7,3,2
414,2,19,2,4,7,6,2,5,5,6,2,6,5,4,5,5,6,7,4
415,2,18,2,4,5,3,4,7,4,4,2,7,3,7,4,6,6,6,2
416,2,18,2,4,7,3,1,6,7,6,1,5,4,1,7,1,7,7,4
417,2,17,2,4,7,3,3,6,7,6,3,7,2,6,7,2,7,7,3
418,2,18,1,4,7,1,1,5,6,5,1,7,6,6,7,7,5,4,3
419,1,17,1,4,5,5,2,6,6,5,2,5,5,5,5,5,6,6,1
420,1,17,1,4,6,5,6,6,6,7,7,7,7,7,7,6,6,5,2
421,1,18,2,4,7,1,1,7,7,6,6,7,1,7,7,1,6,7,1
422,1,17,2,4,7,1,4,5,7,7,5,7,1,7,7,1,7,7,4
423,1,18,2,4,4,2,1,5,6,5,4,7,3,3,7,3,6,6,4
424,1,16,1,4,7,3,5,7,7,7,5,5,6,5,7,7,6,6,4
425,1,17,1,4,7,1,1,1,5,1,1,6,4,1,6,7,3,2,1
426,1,17,2,4,6,6,6,6,6,6,3,7,5,5,5,6,6,6,4
427,1,17,2,4,6,6,3,5,5,6,6,7,6,5,6,6,6,6,5
428,1,17,1,4,7,2,1,6,7,7,2,7,3,6,7,4,7,6,7
429,1,17,2,4,7,5,5,4,6,6,5,7,4,5,6,4,5,5,3
430,2,17,2,4,6,1,1,7,7,7,5,6,3,7,7,5,6,6,5
431,2,18,1,4,5,7,7,4,5,5,5,5,6,5,5,6,7,7,3
432,2,18,2,4,7,1,1,4,4,7,1,7,6,6,7,7,7,5,4
433,2,18,1,4,4,2,5,1,6,1,6,7,1,1,6,6,7,7,1
434,2,18,2,4,7,5,5,4,7,5,6,6,6,4,6,7,6,6,6
435,2,18,2,4,6,6,6,5,6,4,5,7,5,4,5,2,6,6,4
436,2,18,2,4,6,4,3,4,6,4,4,6,5,5,6,6,6,6,4
437,2,18,1,4,5,1,4,7,4,6,4,4,2,4,4,7,5,5,4
438,2,17,2,4,7,2,2,5,7,7,2,6,4,6,7,2,6,6,4
439,2,18,2,4,7,3,7,5,5,5,7,7,6,5,6,7,7,7,4
440,2,17,2,4,7,7,5,5,6,5,5,6,5,4,6,7,7,4,3
441,2,18,2,4,2,4,4,1,6,1,3,6,1,1,7,1,7,6,2
442,2,18,2,4,7,2,4,4,6,6,4,7,4,5,6,1,6,6,1
443,2,19,2,4,6,5,6,1,7,3,6,7,1,3,7,7,7,7,1
444,2,18,2,4,7,4,7,6,7,6,7,7,7,6,7,7,7,7,1
445,2,18,1,4,5,2,2,1,6,7,5,7,6,7,7,6,7,6,2
446,1,18,1,4,7,5,4,5,7,5,6,7,6,5,7,6,4,4,2
447,2,18,1,4,1,2,3,7,7,7,4,7,5,7,7,1,7,7,1
448,2,18,1,4,7,6,4,1,2,4,1,6,3,6,4,5,1,1,4
449,2,18,1,4,3,4,4,5,6,3,3,6,3,3,4,3,5,6,4
450,2,18,1,4,7,2,2,6,4,6,1,7,7,4,5,4,7,7,2
451,2,18,1,4,4,6,5,5,5,5,6,7,6,6,5,4,6,4,4
452,2,22,1,4,6,3,4,2,5,2,4,6,5,2,6,5,6,6,1
453,2,18,1,4,7,3,3,6,7,6,7,6,7,6,7,6,7,7,3
454,2,18,2,4,7,4,2,5,5,2,2,7,5,4,7,2,7,7,3
455,2,18,1,4,5,3,1,6,3,4,1,7,5,5,7,4,3,4,1
456,2,18,2,4,4,3,3,1,4,1,3,5,4,1,4,2,5,5,1
457,2,18,2,4,7,6,1,5,4,4,1,5,1,3,7,7,7,7,4
458,2,18,1,4,1,3,5,5,7,5,6,7,3,2,7,4,5,6,1
459,2,17,1,4,7,4,4,5,7,7,5,7,7,5,7,5,7,7,2
460,2,18,2,4,7,6,5,7,7,6,3,7,1,5,7,1,7,7,2
461,2,18,1,4,1,2,4,6,7,6,4,7,2,6,6,1,5,5,2
462,2,18,1,4,6,2,2,5,6,5,3,7,3,3,7,1,6,6,4
463,1,17,2,4,7,4,4,7,7,4,3,7,1,4,7,3,7,7,3
464,2,18,2,4,6,6,6,5,6,5,5,6,6,5,5,6,4,4,4
465,2,18,1,4,4,5,4,4,6,3,4,6,3,3,5,4,7,7,2
466,2,18,2,4,7,5,3,6,2,6,4,6,3,5,6,5,6,6,4
467,2,18,2,4,2,6,6,5,3,5,4,6,2,2,7,2,6,6,2
468,2,18,1,4,4,2,4,7,7,7,4,7,1,7,6,5,7,7,1
469,2,18,2,4,7,4,6,1,6,1,5,7,2,1,7,7,6,6,4
470,2,18,2,4,4,3,4,3,7,4,4,7,1,3,7,6,3,4,2
471,2,18,2,4,6,4,3,5,6,5,4,3,3,4,3,1,7,5,4
472,2,18,2,4,7,1,3,7,7,4,1,7,5,3,7,7,7,7,1
473,2,18,2,4,7,6,3,4,6,3,3,5,1,2,6,2,6,6,2
474,2,18,2,4,7,2,2,7,7,7,1,7,1,7,7,7,7,7,3
475,2,20,2,4,7,1,1,1,5,3,1,7,1,1,7,4,4,4,5
476,2,18,2,4,5,1,3,2,6,4,2,6,3,4,2,4,3,6,4
477,2,18,2,4,7,5,4,6,7,7,6,7,5,5,7,3,3,3,5
478,2,18,2,4,7,2,1,6,7,7,4,5,3,5,6,3,5,4,2
479,2,18,1,4,7,4,7,7,7,7,4,7,1,1,7,1,7,7,1
480,2,18,2,4,7,6,6,4,3,4,5,7,7,6,5,7,6,4,4
481,2,19,2,4,7,4,4,7,7,7,7,7,5,7,7,6,7,7,4
482,2,18,2,4,6,2,5,4,6,2,3,4,3,3,4,5,5,5,3
483,2,19,2,4,5,2,4,3,6,6,2,7,2,3,7,4,6,6,1
484,2,18,2,4,5,5,4,3,6,4,5,6,3,3,6,7,7,7,2
485,2,17,2,4,6,4,2,5,5,3,2,3,3,4,4,1,6,6,3
486,2,18,2,4,7,6,7,6,6,6,7,7,7,7,7,7,6,6,4
487,2,18,2,4,7,7,7,7,5,7,7,7,7,7,5,7,1,1,4
488,2,19,2,4,7,1,6,1,4,1,1,7,1,1,7,7,7,7,1
489,2,18,2,4,5,2,6,4,6,5,5,7,6,5,7,7,7,7,1
490,2,18,1,4,5,4,7,7,4,5,6,7,4,4,7,5,6,4,3
491,2,18,1,4,6,5,4,4,6,6,7,7,7,6,7,7,7,7,4
492,2,18,1,4,7,4,6,2,4,4,5,7,7,3,7,7,7,7,5
493,2,18,1,4,7,7,7,7,3,7,3,7,3,7,6,3,6,6,4
494,2,18,2,4,7,5,7,6,6,7,6,5,1,5,7,1,6,5,4
495,2,19,1,4,7,4,2,4,3,4,4,6,4,4,4,6,5,5,5
496,2,18,1,4,7,5,4,6,6,6,5,5,7,6,6,6,5,4,4
497,2,18,2,4,4,4,4,5,6,5,5,4,3,3,4,4,6,6,2
498,2,19,1,4,7,5,2,4,6,4,3,4,6,3,7,7,6,6,1
499,2,18,2,4,5,1,1,7,5,5,1,3,2,4,6,2,7,5,3
500,2,18,2,4,7,3,2,6,7,5,5,6,6,6,6,3,6,6,4
501,2,18,2,4,7,2,6,7,3,3,3,3,5,3,5,7,7,5,5
502,2,18,2,4,7,3,5,7,7,7,5,5,2,2,6,2,6,6,2
503,2,18,2,4,5,2,4,4,5,4,3,5,5,3,5,2,7,6,3
504,2,18,2,4,7,6,5,5,6,5,1,7,2,2,5,4,5,4,1
505,2,18,2,4,5,1,2,5,6,4,2,3,3,1,5,5,4,4,1
506,2,18,2,4,7,5,3,5,6,7,5,6,6,7,6,7,7,6,3
507,2,18,2,4,2,6,6,6,2,1,2,3,1,1,2,1,2,2,5
508,2,19,2,4,7,1,4,7,7,7,1,7,2,7,7,7,7,7,1
509,2,18,2,4,7,2,1,6,7,6,5,7,2,5,7,1,7,7,2
510,2,18,1,4,7,2,5,6,5,6,3,6,3,2,6,1,3,2,1
511,4,20,1,1,6,7,6,2,6,1,3,6,4,1,6,5,6,6,2
512,4,20,2,1,7,4,5,4,6,5,5,5,6,5,5,6,6,6,4
513,4,20,2,1,7,5,2,5,7,5,1,6,1,4,6,1,7,7,2
514,4,19,1,1,5,2,4,5,5,5,4,4,3,4,4,4,5,5,4
515,4,21,2,1,7,1,2,2,6,2,1,7,4,1,7,1,7,6,1
516,4,20,1,1,5,3,3,6,7,5,6,7,3,3,7,3,6,6,1
517,4,20,1,1,6,3,3,4,5,4,2,5,4,5,5,5,6,5,1
518,4,20,1,1,7,5,3,6,6,6,3,6,2,4,6,3,6,6,2
519,4,20,1,1,6,3,3,5,5,6,7,7,2,5,6,3,7,6,3
520,3,19,2,1,5,3,4,4,5,3,4,6,2,2,5,4,6,6,4
521,3,21,1,1,4,6,6,5,7,5,3,5,2,4,6,2,7,7,1
522,3,19,2,1,7,3,7,6,4,6,6,7,5,7,7,2,7,3,4
523,3,19,1,1,5,3,5,5,5,2,4,7,1,1,7,5,3,4,4
524,3,19,2,1,5,3,1,1,6,1,4,7,1,1,4,4,7,7,3
525,4,20,2,1,4,1,6,4,7,2,3,7,1,2,7,1,5,5,1
526,4,20,2,1,6,2,1,6,7,6,1,7,2,3,7,3,7,5,1
527,3,19,2,3,7,7,5,5,4,6,3,7,3,5,3,7,5,4,5
528,3,19,2,5,5,2,5,6,7,5,5,6,4,4,6,1,4,3,2
529,3,20,1,5,7,1,1,5,5,6,1,7,3,3,7,1,7,5,1
530,4,20,2,3,5,6,4,1,3,1,3,4,3,3,6,3,7,5,1
531,1,17,2,4,7,5,6,6,6,6,7,7,7,5,7,5,7,6,3
532,1,17,2,4,6,3,3,1,5,3,3,6,6,4,6,5,7,7,5
533,2,18,2,4,7,4,6,6,6,6,6,7,3,6,5,3,5,5,4
534,2,19,1,4,6,4,4,5,6,5,4,6,7,4,6,6,7,7,1
